HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.poem_1,Input.poem_2,Answer.accurate1-1.yes,Answer.accurate1-2.no,Answer.accurate2-1.yes,Answer.accurate2-2.no,Answer.creative1.creative1,Answer.creative2.creative2,Retain%,Answer.submitcode,Approve,Reject
3XD2A6FGGRF9XOGZ3D2A5JAZ2CV9SF,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3QAVNHZ3ERP2LET71COBEC3D533LA3,A2CF2BD4Q0ZDJN,Approved,Sat May 14 11:20:53 PDT 2022,Sat May 14 11:36:45 PDT 2022,Tue May 17 11:36:45 PDT 2022,Sat May 14 11:40:47 PDT 2022,,,952,100% (1/1),100% (1/1),100% (1/1),Decadence,"The cake is like a cloud of joy.<br />The frosting is like a rainbow.<br />One slice is heaven on Earth,<br />A flowing chocolate volcano.","Open up Instagram and you will see all of the pleasures you'll ever need<br />Photos of food, cars, and female models<br />All competing for likes and comments<br />Social connection broken down, with many indulgences all around",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,70,The images in poem 2 are more evocative and topical,,
3XD2A6FGGRF9XOGZ3D2A5JAZ2CV9SF,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,36NEMU28XKYJY9EV2TLIWEFTXRMMW7,AONSG5WOC3OX0,Approved,Sat May 14 10:19:23 PDT 2022,Sat May 14 10:21:00 PDT 2022,Tue May 17 10:21:00 PDT 2022,Sat May 14 10:34:22 PDT 2022,,,97,100% (75/75),100% (32/32),100% (32/32),Decadence,"The cake is like a cloud of joy.<br />The frosting is like a rainbow.<br />One slice is heaven on Earth,<br />A flowing chocolate volcano.","Open up Instagram and you will see all of the pleasures you'll ever need<br />Photos of food, cars, and female models<br />All competing for likes and comments<br />Social connection broken down, with many indulgences all around",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,70,it speaks more to the word decadence,,
3TFJJUELTLAIQN64LIXVGRY3A3ZC2W,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3STRJBFXO1CWG4AYMC3RUHGQ4S9TKJ,A2MOKIEQZ0OF2M,Approved,Sat May 14 10:19:24 PDT 2022,Sat May 14 10:21:04 PDT 2022,Tue May 17 10:21:04 PDT 2022,Sat May 14 10:34:21 PDT 2022,,,100,100% (12/12),100% (1/1),100% (1/1),Deep Ocean,"Into the depths of the ocean.<br />I can't see what lies ahead,<br />So I'll just keep swimming.<br />Unless I wind up dead.",No one had a notion<br />Not even after all the commotion<br />Everything felt like it was in slow motion<br />As I slowly drowned in this deep ocean,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,70,Chose what I thought were the best choices.,,
3TFJJUELTLAIQN64LIXVGRY3A3ZC2W,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,340UGXU9D3MPWSJZLL781MD934NVUY,A6HDSE80LQPR8,Approved,Sat May 14 10:22:09 PDT 2022,Sat May 14 10:24:54 PDT 2022,Tue May 17 10:24:54 PDT 2022,Sat May 14 10:34:21 PDT 2022,,,165,100% (2/2),100% (1/1),100% (1/1),Deep Ocean,"Into the depths of the ocean.<br />I can't see what lies ahead,<br />So I'll just keep swimming.<br />Unless I wind up dead.",No one had a notion<br />Not even after all the commotion<br />Everything felt like it was in slow motion<br />As I slowly drowned in this deep ocean,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,70,The poems had more meaning related to being in a deep ocean.,,
3TFJJUELTLAIQN64LIXVGRY3A3ZC2W,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,34Z02EIMIXYU3E3UIJT9BX1HQUDT0N,AONSG5WOC3OX0,Approved,Sat May 14 11:20:08 PDT 2022,Sat May 14 11:24:27 PDT 2022,Tue May 17 11:24:27 PDT 2022,Sat May 14 11:40:45 PDT 2022,,,259,100% (75/75),100% (32/32),100% (32/32),Deep Ocean,"Into the depths of the ocean.<br />I can't see what lies ahead,<br />So I'll just keep swimming.<br />Unless I wind up dead.",No one had a notion<br />Not even after all the commotion<br />Everything felt like it was in slow motion<br />As I slowly drowned in this deep ocean,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,70,Love the simple yet poetic structure.,,
3D4BBDG70LH7B52NPIB0Z13VGHZC37,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3AZHRG4CU95P4X5034NITKXJWVV30B,A18T7E73TNGOKP,Approved,Sat May 14 10:45:16 PDT 2022,Sat May 14 11:32:04 PDT 2022,Tue May 17 11:32:04 PDT 2022,Sat May 14 11:40:42 PDT 2022,,,2808,100% (26/26),100% (8/8),100% (8/8),Departure by the clouds,"In the clouds I saw her standing, and the harps of her sorrow.<br />The stars glistened, and I hoped, they'd be shining tomorrow.<br />She dances into light like the butterfly, the moth and the shadow.<br />Then I realized, her departure from the sky could be a gift thorough.","Greeted by hatred and distrust, man is tired;<br />Cheated by friends and love, he has no words;<br />Meeting by the stars, that's the original plan;<br />""How about goodbye instead?"" A cloud in trousers says.",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,45,Because in thee title is departue and the cloud leaves in poem 2,,
3D4BBDG70LH7B52NPIB0Z13VGHZC37,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3WS1NTTKE3XKK9LTNZOKUTMGZL60FN,A3C2KN2GHTDK61,Approved,Sat May 14 11:20:31 PDT 2022,Sat May 14 11:23:10 PDT 2022,Tue May 17 11:23:10 PDT 2022,Sat May 14 11:40:43 PDT 2022,,,159,100% (5/5),100% (5/5),100% (5/5),Departure by the clouds,"In the clouds I saw her standing, and the harps of her sorrow.<br />The stars glistened, and I hoped, they'd be shining tomorrow.<br />She dances into light like the butterfly, the moth and the shadow.<br />Then I realized, her departure from the sky could be a gift thorough.","Greeted by hatred and distrust, man is tired;<br />Cheated by friends and love, he has no words;<br />Meeting by the stars, that's the original plan;<br />""How about goodbye instead?"" A cloud in trousers says.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,45,Good,,
3D4BBDG70LH7B52NPIB0Z13VGHZC37,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3D3VGR7TA50D4RPZXH6XDGY65LQR3T,AONSG5WOC3OX0,Approved,Sat May 14 10:19:24 PDT 2022,Sat May 14 10:21:57 PDT 2022,Tue May 17 10:21:57 PDT 2022,Sat May 14 10:34:18 PDT 2022,,,153,100% (75/75),100% (32/32),100% (32/32),Departure by the clouds,"In the clouds I saw her standing, and the harps of her sorrow.<br />The stars glistened, and I hoped, they'd be shining tomorrow.<br />She dances into light like the butterfly, the moth and the shadow.<br />Then I realized, her departure from the sky could be a gift thorough.","Greeted by hatred and distrust, man is tired;<br />Cheated by friends and love, he has no words;<br />Meeting by the stars, that's the original plan;<br />""How about goodbye instead?"" A cloud in trousers says.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,45,Better imagery,,
38EHZ67RJQDLE3Q2XMCYLRXGE08GM1,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3UOUJI6MTIZH0HOUL08QP7AUJFVXU3,A173A97OFDAX9F,Approved,Sat May 14 12:22:28 PDT 2022,Sat May 14 12:28:29 PDT 2022,Tue May 17 12:28:29 PDT 2022,Sat May 14 12:34:03 PDT 2022,,,361,100% (25/25),100% (23/23),100% (18/18),Desire is a thorn you can't snuff out,"Is bliss, then, such concupiscence as this.<br />A savage lust for naught but a moment<br />A lone, solitary pleasure - dismissed,<br />By all, but you, my one true opponent","The cute girl at the bar, seems like she's alone<br />You're alone too, but your wife is at home<br />What's the harm of saying hello?<br />As you ask yourself you already know",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,82.5,"poem 1 is hard to interpret, poem 2 is down to earth but fits the title well",,
38EHZ67RJQDLE3Q2XMCYLRXGE08GM1,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3WZ36BJEV81VN164GZQYVEX0HYATB9,A3C2KN2GHTDK61,Approved,Sat May 14 11:20:42 PDT 2022,Sat May 14 11:23:29 PDT 2022,Tue May 17 11:23:29 PDT 2022,Sat May 14 11:40:42 PDT 2022,,,167,100% (5/5),100% (5/5),100% (5/5),Desire is a thorn you can't snuff out,"Is bliss, then, such concupiscence as this.<br />A savage lust for naught but a moment<br />A lone, solitary pleasure - dismissed,<br />By all, but you, my one true opponent","The cute girl at the bar, seems like she's alone<br />You're alone too, but your wife is at home<br />What's the harm of saying hello?<br />As you ask yourself you already know",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,82.5,Good,,
38EHZ67RJQDLE3Q2XMCYLRXGE08GM1,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:14 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:14 PDT 2022,,,3FDJT1UU79TUV2Z8LGLTR1ACOPUK5Q,A9HQ3E0F2AGVO,Approved,Sat May 14 11:01:04 PDT 2022,Sat May 14 11:05:13 PDT 2022,Tue May 17 11:05:13 PDT 2022,Sat May 14 11:40:42 PDT 2022,,,249,100% (30/30),100% (7/7),100% (7/7),Desire is a thorn you can't snuff out,"Is bliss, then, such concupiscence as this.<br />A savage lust for naught but a moment<br />A lone, solitary pleasure - dismissed,<br />By all, but you, my one true opponent","The cute girl at the bar, seems like she's alone<br />You're alone too, but your wife is at home<br />What's the harm of saying hello?<br />As you ask yourself you already know",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,82.5,"Other poem does not mention desire at all, but this poem references a nagging thorn and desire.",,
30Y6N4AHZTH9ZZT3047715OT7VRDRC,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3LKC68YZ3FO7YCZ7F90VOI4YSR1WOW,A173A97OFDAX9F,Approved,Sat May 14 10:19:33 PDT 2022,Sat May 14 10:21:50 PDT 2022,Tue May 17 10:21:50 PDT 2022,Sat May 14 10:34:16 PDT 2022,,,137,100% (25/25),100% (23/23),100% (18/18),False Day,"And the bells are chiming in the steeples.<br />And the sun is shining on the fields;<br />And birds are singing somewhere near<br />But then he was gone, and i felt fear.",What is a false day?<br />It is a day that is not real<br />It is a day that nothing is what it seems<br />That is a false day,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,80,"poem 1 is better written, and poem 2 can't be read as a poem.",,
30Y6N4AHZTH9ZZT3047715OT7VRDRC,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3JNQLM5FT97DGBY3OXVW8UKFTF92LB,A3G5OWGKHW6OL5,Approved,Sat May 14 11:01:03 PDT 2022,Sat May 14 11:31:22 PDT 2022,Tue May 17 11:31:22 PDT 2022,Sat May 14 11:40:41 PDT 2022,,,1819,100% (43/43),100% (20/20),100% (20/20),False Day,"And the bells are chiming in the steeples.<br />And the sun is shining on the fields;<br />And birds are singing somewhere near<br />But then he was gone, and i felt fear.",What is a false day?<br />It is a day that is not real<br />It is a day that nothing is what it seems<br />That is a false day,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,80,Clearly talks about the title withing the poem.,,
30Y6N4AHZTH9ZZT3047715OT7VRDRC,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,39DD6S19JUWPGGRNWIH6IA425RZZEL,AONSG5WOC3OX0,Approved,Sat May 14 10:19:34 PDT 2022,Sat May 14 10:28:23 PDT 2022,Tue May 17 10:28:23 PDT 2022,Sat May 14 10:34:16 PDT 2022,,,529,100% (75/75),100% (32/32),100% (32/32),False Day,"And the bells are chiming in the steeples.<br />And the sun is shining on the fields;<br />And birds are singing somewhere near<br />But then he was gone, and i felt fear.",What is a false day?<br />It is a day that is not real<br />It is a day that nothing is what it seems<br />That is a false day,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,80,Give me a very deep thought of a false day.,,
3FCO4VKO08Y49MNONLKL26FE6VY7E0,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3GNCZX450N8SCZ85T4HIVTCXADUPAV,A18T7E73TNGOKP,Approved,Sat May 14 10:52:59 PDT 2022,Sat May 14 11:42:33 PDT 2022,Tue May 17 11:42:33 PDT 2022,Sat May 14 11:56:12 PDT 2022,,,2974,100% (26/26),100% (8/8),100% (8/8),Foe or Friend,"Hold him a while.<br />Tell him you need a friend.<br />Our relationship is a tangle of weeds.<br />But I'll embrace him until the end.<br />You know me like a friend,<br />I love you like a foe. ",There's no rule that says you have to be nice<br />When it came to being mean you didn't think twice<br />But one day you apologized for all you'd did wrong<br />You said you wanted to be friends all along,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,66,poem 1 does not make much sense to me,,
3FCO4VKO08Y49MNONLKL26FE6VY7E0,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,33LKR6A5KJ5UA3OCE2X9P2KRVMJT1Q,A2TCX20FIMNWSS,Approved,Sat May 14 11:20:09 PDT 2022,Sat May 14 11:30:05 PDT 2022,Tue May 17 11:30:05 PDT 2022,Sat May 14 11:40:43 PDT 2022,,,596,100% (1/1),100% (1/1),100% (1/1),Foe or Friend,"Hold him a while.<br />Tell him you need a friend.<br />Our relationship is a tangle of weeds.<br />But I'll embrace him until the end.<br />You know me like a friend,<br />I love you like a foe. ",There's no rule that says you have to be nice<br />When it came to being mean you didn't think twice<br />But one day you apologized for all you'd did wrong<br />You said you wanted to be friends all along,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,66,It is clearly represented by the title. It has meaning.,,
3FCO4VKO08Y49MNONLKL26FE6VY7E0,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,35USIKEBNW1RMCKPNCNEBZ5GEF3N67,AONSG5WOC3OX0,Approved,Sat May 14 11:36:06 PDT 2022,Sat May 14 11:45:32 PDT 2022,Tue May 17 11:45:32 PDT 2022,Sat May 14 11:56:12 PDT 2022,,,566,100% (75/75),100% (32/32),100% (32/32),Foe or Friend,"Hold him a while.<br />Tell him you need a friend.<br />Our relationship is a tangle of weeds.<br />But I'll embrace him until the end.<br />You know me like a friend,<br />I love you like a foe. ",There's no rule that says you have to be nice<br />When it came to being mean you didn't think twice<br />But one day you apologized for all you'd did wrong<br />You said you wanted to be friends all along,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,66,Very descriptive and poetic,,
3IJ95K7NE1XRWLB29NRYY6MGJQIGN1,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,35LDD5557FPS39KEDF2F83LYAKOKMK,A3G5OWGKHW6OL5,Approved,Sat May 14 12:24:22 PDT 2022,Sat May 14 12:46:55 PDT 2022,Tue May 17 12:46:55 PDT 2022,Sat May 14 12:48:36 PDT 2022,,,1353,100% (43/43),100% (20/20),100% (20/20),form of slavery,"That the world is a vast, boundless ocean.<br />But people with brains have another notion.<br />The 'freedom' that you speak of is an illusion;<br />I have arrived at one conclusion.<br />I have no love for my own soul.","It's a free country, but you pay to live<br />Working everyday, your time you must give<br />Working is essential, you must try your best<br />You might as well be chained to your desk",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,100,Descriptive,,
3IJ95K7NE1XRWLB29NRYY6MGJQIGN1,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3E13VNJ1NSG41P81KQY5BVIIK5CI17,AD1ILDUXZHASF,Approved,Sat May 14 12:22:28 PDT 2022,Sat May 14 12:31:07 PDT 2022,Tue May 17 12:31:07 PDT 2022,Sat May 14 12:34:04 PDT 2022,,,519,100% (35/35),100% (9/9),100% (9/9),form of slavery,"That the world is a vast, boundless ocean.<br />But people with brains have another notion.<br />The 'freedom' that you speak of is an illusion;<br />I have arrived at one conclusion.<br />I have no love for my own soul.","It's a free country, but you pay to live<br />Working everyday, your time you must give<br />Working is essential, you must try your best<br />You might as well be chained to your desk",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,100,I like how real it is and it's true.,,
3IJ95K7NE1XRWLB29NRYY6MGJQIGN1,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,33IZTU6J86M1L4WQWVDQA6S6YIKXSX,AONSG5WOC3OX0,Approved,Sat May 14 11:20:09 PDT 2022,Sat May 14 11:25:14 PDT 2022,Tue May 17 11:25:14 PDT 2022,Sat May 14 11:40:43 PDT 2022,,,305,100% (75/75),100% (32/32),100% (32/32),form of slavery,"That the world is a vast, boundless ocean.<br />But people with brains have another notion.<br />The 'freedom' that you speak of is an illusion;<br />I have arrived at one conclusion.<br />I have no love for my own soul.","It's a free country, but you pay to live<br />Working everyday, your time you must give<br />Working is essential, you must try your best<br />You might as well be chained to your desk",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,100,It makes me picture slavery more.,,
3DIIW4IV9TGJ647RH6C5K9TW7MF4IM,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3RU7GD8VPTEWCVUZA439GT63WJ1PSR,A173A97OFDAX9F,Approved,Sat May 14 10:19:31 PDT 2022,Sat May 14 10:21:04 PDT 2022,Tue May 17 10:21:04 PDT 2022,Sat May 14 10:34:18 PDT 2022,,,93,100% (25/25),100% (23/23),100% (18/18),Free From You,"And you are the one who set the trap.<br />The ideas that lingered fell apart real fast.<br />Lust is a mighty thief.<br />Wherever it goes, it gives no remorse.<br />And I feel it as my own heart.<br />That we are better on our own.<br />Knowing we were better apart.<br />I'd rather leave you all alone. ","Freedom is not free, that what the war taught him;<br />Dreaded and painful, old memories just be brought back;<br />""Leave me alone"", that's what he said ;<br />""Nothing can tear us apart"", she smiles yet he screams.",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,37.5,poem 2 fits the title better,,
3DIIW4IV9TGJ647RH6C5K9TW7MF4IM,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3180JW2OT9XZKITQ3VLHQMAZ9075JP,A1BM57TUNAQIXM,Approved,Sat May 14 12:28:29 PDT 2022,Sat May 14 13:17:36 PDT 2022,Tue May 17 13:17:36 PDT 2022,Sat May 14 14:45:22 PDT 2022,,,2947,100% (1/1),100% (1/1),100% (1/1),Free From You,"And you are the one who set the trap.<br />The ideas that lingered fell apart real fast.<br />Lust is a mighty thief.<br />Wherever it goes, it gives no remorse.<br />And I feel it as my own heart.<br />That we are better on our own.<br />Knowing we were better apart.<br />I'd rather leave you all alone. ","Freedom is not free, that what the war taught him;<br />Dreaded and painful, old memories just be brought back;<br />""Leave me alone"", that's what he said ;<br />""Nothing can tear us apart"", she smiles yet he screams.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,37.5,"The poem is a bit more abstract than Poem 2 but it has a deeper connection to being ""free from you."" Poem 2 is written too much in a straight line and doesn't really dig into the deeper feelings of being ""free from you.""",,
3DIIW4IV9TGJ647RH6C5K9TW7MF4IM,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3GS6S824SVIPGRZVEU0I9T4T2HWWNH,AKQAI78JTXXC9,Approved,Sat May 14 10:19:31 PDT 2022,Sat May 14 10:20:56 PDT 2022,Tue May 17 10:20:56 PDT 2022,Sat May 14 10:34:18 PDT 2022,,,85,100% (193/193),100% (10/10),100% (9/9),Free From You,"And you are the one who set the trap.<br />The ideas that lingered fell apart real fast.<br />Lust is a mighty thief.<br />Wherever it goes, it gives no remorse.<br />And I feel it as my own heart.<br />That we are better on our own.<br />Knowing we were better apart.<br />I'd rather leave you all alone. ","Freedom is not free, that what the war taught him;<br />Dreaded and painful, old memories just be brought back;<br />""Leave me alone"", that's what he said ;<br />""Nothing can tear us apart"", she smiles yet he screams.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,37.5,"Poem 1 refers to an individual, which fits the title better than freedom and war",,
37J05LC5B14S1BAQSZYYZE22XEXJDQ,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3K2755HG5XOEJTMNZBCF906ZTA4FDK,A1VMPZVVVZUCS4,Approved,Sat May 14 10:19:32 PDT 2022,Sat May 14 10:24:56 PDT 2022,Tue May 17 10:24:56 PDT 2022,Sat May 14 10:34:17 PDT 2022,,,324,100% (57/57),100% (10/10),100% (10/10),Friends & Comfort,"I'll be there for you, I am your friend.<br />I'll listen to you vent, I will not judge.<br />I’ll hold your hand, I will not leave.<br />I’ll be there for you, I swear.","A warm cup of coffee on a winter day<br />Staying in bed, wasting the day away<br />A friend calls you up and wants to come over<br />Movies and games while the storm passes over",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,100,This one has more descriptions of friendship and physical markers of comfort. It is less generic.,,
37J05LC5B14S1BAQSZYYZE22XEXJDQ,3I3SD0LMZ8DM2M71UHVI3G1FAD2SHW,Pick the better poem,"Given 2 poems on the same topic, decide which one is more creative and interesting","survey, categorize, image",$0.25,Sat May 14 10:19:15 PDT 2022,3,BatchId:4739845;OriginalHitTemplateId:928390912;,3600,259200,Sat May 21 10:19:15 PDT 2022,,,3M0NZ3JDP6JPKXYULHO3EGYPSY0Z5K,A3G5OWGKHW6OL5,Approved,Sat May 14 12:16:57 PDT 2022,Sat May 14 12:41:50 PDT 2022,Tue May 17 12:41:50 PDT 2022,Sat May 14 12:48:36 PDT 2022,,,1493,100% (43/43),100% (20/20),100% (20/20),Friends & Comfort,"I'll be there for you, I am your friend.<br />I'll listen to you vent, I will not judge.<br />I’ll hold your hand, I will not leave.<br />I’ll be there for you, I swear.","A warm cup of coffee on a winter day<br />Staying in bed, wasting the day away<br />A friend calls you up and wants to come over<br />Movies and games while the storm passes over",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,100,Actually talks about friendship and how they can comfort someone.,,
